frame,num_dets,num_tracks,unmatched_dets,active_ids
2970,13,13,0,1;63;426;553;579;679;766;804;937;954;983;1021;1058
2971,14,13,1,1;63;426;553;579;679;766;804;889;954;983;1021;1058
2972,13,13,0,1;63;426;553;579;679;766;804;889;954;983;1021;1058
2973,14,13,1,1;63;426;553;579;679;766;804;889;954;983;1021;1058
2974,14,14,0,1;63;426;553;579;679;766;804;889;952;954;983;1021;1058
2975,14,14,0,1;63;426;553;579;679;766;804;889;952;954;983;1021;1058
2976,14,14,0,1;63;426;553;579;679;766;804;889;952;954;983;1021;1058
2977,13,13,0,1;63;426;553;579;679;766;804;889;952;954;983;1021
2978,13,13,0,1;63;426;553;579;679;766;804;889;952;954;983;1021
2979,13,13,0,1;63;426;553;579;679;766;804;889;952;954;983;1021
2980,13,13,0,1;63;426;553;579;679;766;804;889;952;954;983;1021
2981,13,13,0,1;63;426;553;579;679;766;804;889;952;954;983;1021
2982,13,13,0,1;63;426;553;579;679;766;804;889;952;954;983;1021
2983,14,14,0,1;63;426;553;579;679;766;780;804;889;952;954;983;1021
2984,14,14,0,1;63;426;553;579;679;766;780;804;889;952;954;983;1021
2985,14,14,0,1;63;426;553;579;679;766;780;804;889;952;954;983;1021
2986,13,13,0,1;63;426;553;579;679;766;804;889;952;954;983;1021
2987,13,13,0,1;63;426;553;579;679;766;804;889;952;954;983;1021
2988,13,13,0,1;63;426;553;579;679;766;804;889;952;954;983;1021
2989,13,13,0,1;63;426;553;579;679;766;804;889;952;954;983;1021
2990,14,14,0,1;63;286;426;553;579;679;766;804;889;952;954;983;1021
2991,13,13,0,1;63;286;426;553;579;679;766;804;889;952;983;1021
2992,15,15,0,1;63;286;426;553;579;679;766;804;889;952;954;983;1021;1058
2993,14,14,0,1;63;286;426;553;579;679;766;804;889;952;954;983;1021
2994,14,14,0,1;63;286;426;553;579;679;766;804;889;952;954;983;1021
2995,14,14,0,1;63;286;426;553;579;679;780;804;889;952;954;983;1021
2996,14,13,1,1;63;426;579;679;780;804;813;889;952;954;983;1021
2997,16,14,2,1;63;426;579;679;780;804;813;889;952;954;983;1021;1058
2998,15,14,1,1;63;426;579;679;780;804;813;889;952;954;983;1021;1058
2999,19,17,2,1;63;286;426;579;679;766;780;804;813;820;889;952;954;983;1021;1058
3000,16,16,0,1;63;286;426;579;679;766;780;804;813;820;889;952;983;1021;1058
3001,12,12,0,1;63;426;579;679;766;804;813;820;889;983;1021
3002,12,12,0,1;63;426;579;679;766;804;813;820;889;983;1021
3003,12,12,0,1;63;426;579;679;804;813;820;889;952;983;1021
3004,12,11,1,1;63;426;579;679;804;813;889;952;983;1021
3005,11,10,1,1;63;426;579;679;804;813;889;983;1021
3006,10,10,0,1;63;426;579;679;804;813;889;983;1021
3007,11,11,0,1;63;426;579;679;804;813;889;952;983;1021
3008,12,11,1,1;63;426;579;679;804;813;889;952;983;1021
3009,12,11,1,1;63;426;579;679;804;813;889;952;983;1021
3010,14,13,1,1;63;426;553;579;679;780;804;813;889;952;983;1021
3011,13,13,0,1;63;426;579;679;780;804;813;889;983;1021;1058;1076
3012,13,13,0,1;63;426;579;679;780;804;813;889;983;1021;1058;1076
3013,14,14,0,1;63;426;553;579;679;780;804;889;954;983;1021;1058;1076
3014,14,14,0,1;63;426;553;579;679;780;804;889;954;983;1021;1058;1076
3015,14,14,0,1;63;426;553;579;679;780;804;889;954;983;1021;1058;1076
3016,13,13,0,1;63;426;553;579;679;804;889;954;983;1021;1058;1076
3017,14,14,0,1;63;286;426;553;579;679;804;889;954;983;1021;1058;1076
3018,13,13,0,1;63;286;426;553;579;679;804;889;983;1021;1058;1076
3019,14,14,0,1;63;286;426;553;579;679;804;889;954;983;1021;1058;1076
3020,14,13,1,1;63;286;426;553;579;679;766;804;889;983;1021;1058
3021,14,13,1,1;63;286;426;553;579;679;766;804;889;983;1021;1058
3022,13,12,1,1;63;426;553;579;679;766;804;889;983;1021;1058
3023,13,13,0,1;63;426;553;579;679;766;804;889;983;1021;1058;1077
3024,13,13,0,1;63;426;553;579;679;766;804;889;983;1021;1058;1077
3025,15,15,0,1;63;286;426;553;579;679;766;780;804;889;983;1021;1058;1077
3026,14,14,0,1;63;426;553;579;679;766;780;804;889;983;1021;1058;1077
3027,15,15,0,1;63;286;426;553;579;679;766;780;804;889;983;1021;1058;1077
3028,13,13,0,1;63;426;553;579;679;766;780;804;983;1021;1058;1077
3029,13,13,0,1;63;426;553;579;679;766;780;804;983;1021;1058;1077
3030,13,13,0,1;63;426;553;579;679;766;780;804;983;1021;1058;1077
3031,12,12,0,1;63;426;553;579;679;766;804;983;1021;1058;1077
3032,11,11,0,1;63;553;579;679;766;804;983;1021;1058;1077
3033,12,12,0,1;63;426;553;579;679;766;804;983;1021;1058;1077
3034,12,12,0,1;63;426;553;579;679;766;804;983;1021;1058;1077
3035,12,12,0,1;63;286;553;579;679;766;804;983;1021;1058;1077
3036,12,12,0,1;63;553;579;679;766;804;954;983;1021;1058;1077
3037,13,13,0,1;63;286;553;579;679;766;804;889;983;1021;1058;1077
3038,12,12,0,1;63;286;553;579;679;766;804;983;1021;1058;1077
3039,12,12,0,1;63;286;553;579;679;766;804;983;1021;1058;1077
3040,15,13,2,1;63;286;553;579;679;766;804;954;983;1021;1058;1077
3041,14,14,0,1;63;286;553;579;679;766;804;952;954;983;1021;1058;1077
3042,13,13,0,1;63;286;579;679;766;804;813;954;983;1021;1058;1077
3043,13,13,0,1;63;286;579;679;766;804;813;954;983;1021;1058;1077
3044,14,13,1,1;63;286;579;679;766;804;813;954;983;1021;1058;1077
3045,13,13,0,1;63;286;426;579;679;766;804;813;954;983;1021;1058
3046,12,12,0,1;63;286;579;679;766;804;813;983;1021;1058;1077
3047,14,13,1,1;63;286;579;679;766;804;813;954;983;1021;1058;1077
3048,12,12,0,1;63;286;579;679;766;804;813;954;983;1021;1077
3049,12,12,0,1;63;286;426;579;679;766;804;813;983;1021;1077
3050,12,12,0,1;63;286;579;679;766;804;813;983;1021;1058;1077
3051,13,12,1,1;63;286;579;679;766;804;813;983;1021;1058;1077
3052,12,12,0,1;63;286;579;679;766;804;813;983;1021;1058;1077
3053,13,13,0,1;63;286;579;679;766;804;813;820;983;1021;1058;1077
3054,12,12,0,1;63;286;579;679;766;804;813;983;1021;1058;1077
3055,11,11,0,1;63;286;579;679;766;804;813;983;1021;1058
3056,14,13,1,1;63;286;579;679;766;780;804;813;983;1021;1058;1077
3057,14,14,0,1;63;286;579;679;766;804;813;952;954;983;1021;1058;1077
3058,14,13,1,1;63;579;679;766;780;804;813;954;983;1021;1058;1077
3059,13,12,1,1;63;579;679;766;780;813;952;983;1021;1058;1077
3060,12,11,1,1;63;579;679;766;780;813;983;1021;1058;1077
3061,15,11,4,1;63;286;579;679;766;813;983;1021;1058;1077
3062,14,12,2,1;63;286;579;679;766;813;952;983;1021;1058;1077
3063,12,11,1,1;63;286;579;679;766;813;952;983;1021;1077
3064,14,12,2,1;63;286;426;579;679;766;813;952;983;1021;1077
3065,12,11,1,1;63;286;579;679;766;813;952;983;1021;1077
3066,15,12,3,1;63;286;426;579;679;766;813;952;983;1021;1077
3067,13,12,1,1;63;286;426;579;679;766;813;952;983;1021;1077
3068,14,12,2,1;63;286;426;579;679;766;813;952;983;1021;1077
3069,15,12,3,1;63;286;426;579;679;766;813;952;983;1021;1077
3070,12,12,0,1;63;286;426;553;579;679;766;952;983;1021;1077
3071,12,12,0,1;63;286;426;553;579;679;766;952;983;1021;1077
3072,12,12,0,1;63;286;426;579;679;766;813;952;983;1021;1077
3073,14,13,1,1;63;286;426;579;679;766;813;952;954;983;1021;1077
3074,13,12,1,1;63;286;426;579;679;766;813;952;954;983;1021
3075,11,11,0,1;63;286;426;579;679;766;813;952;983;1021
3076,13,12,1,1;63;426;553;579;679;766;813;952;954;983;1021
3077,15,13,2,1;63;426;553;579;679;766;813;952;954;983;1021;1077
3078,16,14,2,1;63;426;553;579;679;766;813;937;952;954;983;1021;1077
3079,16,14,2,1;63;426;553;579;679;766;813;937;952;954;983;1021;1100
3080,17,16,1,1;63;426;553;579;679;766;813;937;952;954;983;1017;1021;1100;1101
3081,15,14,1,1;63;426;553;579;679;766;813;952;954;983;1021;1100;1101
3082,12,12,0,1;63;426;579;679;766;813;952;954;983;1021;1101
3083,12,12,0,1;63;426;579;679;766;813;952;954;983;1021;1100
3084,12,12,0,1;63;426;579;679;766;813;952;954;983;1021;1100
3085,12,12,0,1;63;426;579;679;766;804;813;952;954;983;1021
3086,11,11,0,1;63;426;579;679;766;813;952;954;983;1021
3087,11,11,0,1;63;426;579;679;766;813;952;954;983;1021
3088,12,11,1,1;63;426;579;679;766;813;952;954;983;1021
3089,12,11,1,1;63;426;579;679;766;813;952;954;983;1021
3090,12,11,1,1;63;426;579;679;766;813;952;954;983;1021
3091,14,12,2,1;63;426;579;679;766;813;952;954;983;1021;1104
3092,14,12,2,1;63;426;579;679;766;813;952;954;983;1021;1104
3093,15,13,2,1;63;426;579;679;766;813;952;954;983;1021;1077;1104
3094,14,13,1,1;63;426;579;679;766;813;952;954;983;1021;1104;1106
3095,17,14,3,1;63;426;579;679;766;813;952;954;983;1021;1077;1104;1106
3096,17,14,3,1;63;426;579;679;766;813;952;954;983;1021;1101;1104;1106
3097,20,14,6,1;63;426;579;679;766;813;952;954;983;1017;1021;1104;1106
3098,14,13,1,1;63;426;579;679;766;813;952;954;983;1021;1104;1106
3099,13,13,0,1;63;426;579;679;766;813;952;954;983;1021;1104;1106
3100,12,12,0,1;63;426;579;679;813;937;952;954;1021;1104;1106
3101,12,12,0,1;63;426;579;679;813;937;952;954;1021;1104;1106
3102,13,13,0,1;63;426;553;579;679;937;952;954;1021;1100;1104;1106
3103,13,13,0,1;63;426;553;579;679;937;952;954;1021;1100;1104;1106
3104,15,13,2,1;63;426;553;579;679;937;952;954;1021;1100;1104;1106
3105,14,12,2,1;63;426;553;579;679;937;952;954;1021;1104;1106
3106,13,13,0,1;63;286;426;553;579;679;937;952;1021;1100;1104;1106
3107,13,13,0,1;63;426;553;579;679;937;952;954;1021;1100;1104;1106
3108,14,13,1,1;63;426;553;579;679;937;952;954;1021;1100;1104;1106
3109,14,13,1,1;63;426;553;579;679;937;952;954;1021;1100;1104;1106
3110,18,14,4,1;63;426;553;579;679;813;937;952;954;1021;1100;1104;1106
3111,16,14,2,1;63;426;553;579;679;813;937;952;954;1021;1100;1104;1106
3112,19,14,5,1;63;426;553;579;679;813;937;952;954;1021;1100;1104;1106
3113,14,13,1,1;426;553;579;679;937;952;954;1021;1100;1104;1106;1121
3114,16,15,1,1;63;286;426;553;579;679;813;937;952;983;1021;1100;1104;1106
3115,16,14,2,1;63;426;553;579;679;937;952;954;983;1021;1100;1104;1106
3116,16,15,1,1;63;553;579;679;937;952;954;983;1017;1021;1077;1104;1106;1121
3117,16,14,2,1;63;553;579;679;813;952;954;1017;1021;1100;1104;1106;1121
3118,15,14,1,1;553;579;679;813;952;954;1021;1100;1101;1104;1106;1121;1127
3119,15,14,1,1;553;579;679;813;952;954;1017;1021;1100;1104;1106;1121;1127
3120,14,14,0,1;553;579;679;813;952;954;1017;1021;1100;1104;1106;1121;1127
3121,14,14,0,1;553;579;679;813;937;952;954;1017;1021;1104;1106;1121;1127
3122,12,12,0,1;553;579;679;952;954;1017;1021;1104;1106;1121;1127
3123,15,15,0,1;553;579;679;813;952;954;1017;1021;1058;1077;1104;1106;1121;1127
3124,14,14,0,1;553;579;679;952;954;1017;1021;1058;1077;1104;1106;1121;1127
3125,15,14,1,553;579;679;813;937;952;954;1017;1021;1058;1104;1106;1121;1127
3126,16,15,1,1;553;579;679;813;937;952;954;1017;1021;1077;1104;1106;1121;1127
3127,17,13,4,1;553;579;679;937;952;954;1017;1021;1104;1106;1121;1127
3128,15,13,2,1;553;579;679;937;952;954;1017;1104;1106;1121;1127;1130
3129,13,13,0,1;553;579;679;813;952;954;983;1017;1021;1104;1106;1127
3130,19,17,2,1;553;579;679;780;813;952;954;983;1017;1021;1058;1100;1104;1106;1121;1127
3131,15,13,2,1;553;579;679;780;952;954;1017;1021;1058;1104;1106;1127
3132,20,16,4,1;553;579;679;780;813;952;954;1017;1021;1058;1104;1106;1121;1127;1130
3133,14,13,1,1;553;579;679;780;952;954;1017;1058;1104;1106;1121;1127
3134,14,13,1,426;553;579;679;780;952;954;1017;1058;1104;1106;1121;1127
3135,16,15,1,1;426;553;579;679;780;952;954;1017;1058;1104;1106;1121;1127;1137
3136,16,15,1,1;426;553;579;679;952;954;1017;1021;1058;1104;1106;1121;1127;1130
3137,13,13,0,1;426;579;679;952;954;1017;1021;1100;1104;1106;1121;1127
3138,14,14,0,1;426;579;679;952;954;1017;1021;1100;1104;1106;1121;1127;1137
3139,12,12,0,1;426;579;679;952;954;1017;1021;1100;1104;1106;1127
3140,12,12,0,1;426;579;679;952;954;1017;1021;1100;1104;1106;1127
3141,12,12,0,1;426;579;679;952;954;1017;1021;1100;1104;1106;1127
3142,14,12,2,1;426;579;679;952;954;1017;1021;1100;1104;1106;1127
3143,12,11,1,1;426;579;679;952;954;1017;1100;1104;1106;1127
3144,11,11,0,1;426;579;679;952;954;1017;1021;1100;1106;1127
3145,14,13,1,1;426;579;679;780;952;954;1017;1021;1100;1106;1121;1127
3146,14,14,0,1;426;579;679;780;952;954;1017;1021;1100;1104;1106;1121;1127
3147,13,13,0,1;426;579;679;780;952;954;1017;1021;1100;1106;1121;1127
3148,13,13,0,1;426;579;679;780;952;954;1017;1021;1100;1106;1121;1127
3149,13,13,0,1;426;579;679;780;952;954;1017;1021;1100;1106;1121;1127
3150,13,13,0,1;426;579;679;780;952;954;1017;1021;1100;1106;1121;1127
3151,12,12,0,1;426;579;679;937;952;954;1017;1021;1100;1106;1127
3152,15,15,0,1;426;579;679;780;937;952;954;1017;1021;1100;1104;1106;1121;1127
3153,14,14,0,1;426;579;679;780;952;954;1017;1021;1100;1104;1106;1121;1127
3154,18,15,3,1;426;579;679;780;952;954;1017;1021;1100;1104;1106;1121;1127;1137
3155,16,15,1,1;426;579;679;780;952;954;1017;1021;1100;1104;1106;1127;1130;1137
3156,16,13,3,1;426;579;679;952;954;1017;1100;1104;1106;1127;1130;1137
3157,13,12,1,1;426;579;679;952;954;1017;1021;1100;1106;1127;1147
3158,13,12,1,1;426;579;679;952;954;1017;1021;1100;1106;1127;1147
3159,14,14,0,1;426;579;679;952;954;1017;1021;1058;1100;1106;1127;1147;1149
3160,14,14,0,1;426;579;679;952;954;1017;1021;1058;1100;1106;1127;1147;1149
3161,16,14,2,1;426;579;679;952;954;1017;1021;1058;1100;1106;1127;1147;1149
3162,18,15,3,1;63;426;579;679;952;954;1017;1021;1100;1106;1121;1127;1147;1149
3163,15,13,2,1;426;579;679;937;952;954;1017;1021;1100;1106;1127;1147
3164,16,13,3,1;426;579;679;952;954;1017;1021;1100;1106;1127;1147;1150
3165,17,16,1,1;426;579;679;937;952;954;1017;1021;1100;1106;1121;1127;1147;1150;1152
3166,18,15,3,1;426;579;679;952;954;1017;1021;1100;1106;1127;1147;1149;1150;1152
3167,16,15,1,1;426;579;679;780;952;983;1017;1021;1100;1106;1127;1147;1150;1152
3168,16,15,1,1;426;579;679;937;952;983;1017;1021;1100;1106;1127;1147;1150;1152
3169,16,16,0,1;426;579;679;937;952;983;1017;1021;1100;1106;1127;1147;1150;1152;1156
3170,15,15,0,1;426;579;679;937;952;1017;1021;1100;1106;1127;1147;1150;1152;1156
3171,15,15,0,426;579;679;937;952;1017;1021;1058;1100;1106;1127;1147;1150;1152;1156
3172,15,15,0,1;426;579;679;937;952;1017;1021;1100;1106;1127;1147;1150;1152;1156
3173,15,15,0,1;426;579;679;937;952;983;1017;1021;1100;1106;1127;1147;1150;1152
3174,16,16,0,1;426;579;679;804;937;952;983;1017;1021;1100;1101;1106;1127;1147;1152
3175,14,14,0,1;426;579;679;937;952;983;1017;1021;1058;1100;1127;1147;1150
3176,13,13,0,1;426;579;679;937;952;1017;1021;1058;1100;1127;1147;1150
3177,12,12,0,1;426;579;679;952;1017;1100;1106;1121;1127;1147;1152
3178,12,11,1,1;426;579;679;952;1017;1100;1121;1127;1147;1150
3179,13,11,2,1;426;579;679;952;1017;1100;1121;1127;1147;1152
3180,15,12,3,1;426;579;679;952;1017;1100;1121;1127;1147;1150;1152
3181,13,13,0,1;426;579;679;937;952;1017;1100;1121;1127;1147;1150;1158
3182,13,13,0,1;426;579;679;937;954;1017;1100;1121;1127;1147;1150;1158
3183,13,12,1,1;426;579;679;954;1017;1100;1121;1127;1147;1150;1158
3184,18,14,4,1;63;426;579;679;954;1017;1058;1100;1121;1127;1147;1150;1158
3185,15,13,2,426;579;679;780;954;1017;1058;1100;1121;1127;1147;1150;1158
3186,14,13,1,1;426;579;679;780;954;1017;1100;1121;1127;1147;1150;1158
3187,13,13,0,1;426;579;679;780;954;1017;1100;1121;1127;1147;1150;1158
3188,14,13,1,1;426;579;679;780;954;1017;1100;1121;1127;1147;1150;1158
3189,16,14,2,1;426;579;679;937;954;1017;1077;1100;1106;1121;1127;1147;1158
3190,17,13,4,1;426;579;679;954;1017;1077;1100;1106;1121;1127;1147;1158
3191,16,13,3,1;426;579;679;954;1017;1077;1100;1106;1121;1127;1147;1158
3192,21,16,5,1;426;579;679;952;954;1017;1077;1100;1106;1121;1127;1147;1150;1152;1158
3193,16,15,1,1;426;579;679;954;1017;1077;1100;1106;1121;1127;1147;1152;1158;1169
3194,16,15,1,1;426;579;679;954;1017;1077;1100;1101;1106;1121;1127;1147;1158;1169
3195,20,16,4,1;426;579;679;954;1017;1077;1100;1101;1106;1121;1127;1147;1152;1158;1169
3196,15,15,0,1;63;426;579;679;780;1017;1021;1077;1100;1101;1121;1147;1158;1169
3197,16,14,2,1;286;426;579;679;780;1017;1021;1077;1100;1121;1127;1147;1158
3198,16,14,2,1;286;426;579;679;780;1017;1077;1100;1121;1127;1147;1158;1169
3199,15,13,2,1;286;426;579;679;780;1017;1077;1100;1121;1127;1147;1158
3200,14,13,1,1;286;426;579;679;1017;1021;1077;1100;1121;1127;1147;1158
3201,14,14,0,1;286;426;579;679;1017;1021;1077;1100;1121;1127;1147;1158;1181
3202,15,15,0,1;286;426;579;679;1017;1021;1077;1100;1101;1121;1127;1147;1150;1158
3203,13,12,1,1;286;426;579;679;1017;1077;1100;1121;1127;1147;1158
3204,13,12,1,1;426;579;679;954;1017;1077;1100;1121;1127;1147;1158
3205,13,11,2,1;426;579;679;954;1017;1100;1121;1127;1147;1158
3206,15,13,2,1;426;579;679;952;954;1017;1077;1100;1121;1127;1147;1158
3207,13,13,0,1;426;579;679;952;954;1017;1077;1100;1121;1127;1147;1158
3208,15,14,1,1;426;579;679;952;954;1017;1077;1100;1104;1121;1127;1147;1158
3209,13,12,1,1;426;579;679;952;954;1017;1077;1100;1127;1147;1158
3210,13,12,1,1;63;426;579;679;952;954;1017;1100;1147;1150;1158
3211,16,14,2,1;63;426;579;679;952;954;1017;1077;1100;1104;1147;1158;1186
3212,14,13,1,1;63;579;679;780;952;954;1017;1100;1104;1147;1158;1186
3213,18,15,3,1;63;579;679;780;952;954;1017;1077;1100;1104;1106;1147;1158;1186
3214,17,17,0,1;63;579;679;780;813;952;954;1017;1077;1100;1104;1106;1147;1158;1186;1188
3215,16,16,0,1;63;579;679;780;813;952;954;1017;1077;1100;1147;1158;1169;1186;1188
3216,16,16,0,1;63;579;679;780;813;952;954;1017;1077;1100;1147;1150;1158;1186;1188
3217,13,13,0,1;63;579;679;780;952;1017;1100;1106;1147;1158;1186;1188
3218,16,15,1,1;63;579;679;780;804;952;954;1017;1100;1106;1147;1158;1186;1188
3219,17,15,2,1;63;579;679;780;804;952;954;1017;1100;1104;1147;1158;1186;1188
3220,13,13,0,1;63;579;679;954;1017;1100;1106;1121;1147;1158;1186;1188
3221,17,17,0,1;63;286;579;679;954;1017;1077;1100;1104;1106;1121;1127;1147;1158;1186;1188
3222,16,16,0,1;63;286;579;679;937;954;1017;1077;1100;1106;1121;1147;1158;1186;1188
3223,15,14,1,1;63;286;579;679;954;1017;1077;1100;1106;1147;1158;1186;1188
3224,16,14,2,1;63;579;679;954;1017;1077;1100;1106;1121;1147;1158;1186;1188
3225,18,16,2,1;63;579;679;954;1017;1077;1100;1106;1121;1130;1147;1152;1158;1186;1188
3226,20,17,3,1;63;286;553;579;679;780;952;983;1017;1077;1100;1106;1152;1158;1186;1188
3227,17,15,2,1;63;286;553;579;679;780;952;1017;1077;1100;1106;1152;1158;1188
3228,15,14,1,1;63;286;579;679;780;952;983;1017;1077;1100;1152;1158;1188
3229,19,17,2,1;63;286;579;679;780;937;952;983;1017;1077;1100;1104;1147;1152;1158;1188
3230,16,16,0,1;63;286;579;679;780;804;937;1017;1077;1100;1104;1147;1152;1158;1188
3231,19,17,2,1;63;579;679;780;804;952;954;983;1017;1077;1100;1104;1147;1152;1158;1188
3232,17,17,0,1;63;286;579;679;780;804;952;1017;1077;1100;1104;1147;1152;1158;1186;1188
3233,17,16,1,1;63;286;579;679;780;804;1017;1077;1100;1104;1147;1152;1158;1186;1188
3234,14,14,0,1;63;286;579;679;780;804;1017;1077;1100;1147;1158;1186;1188
3235,17,17,0,1;63;286;579;679;780;804;937;952;1017;1077;1100;1106;1147;1158;1186;1188
3236,19,17,2,1;63;286;579;679;780;804;937;952;954;1017;1077;1100;1106;1147;1158;1188
3237,17,16,1,1;63;286;579;679;780;804;954;1017;1077;1100;1106;1147;1158;1186;1188
3238,17,17,0,1;63;286;579;679;780;804;937;954;1017;1077;1100;1106;1147;1158;1186;1188
3239,18,17,1,1;63;286;579;679;780;804;937;1017;1058;1077;1100;1106;1147;1158;1186;1188
3240,16,15,1,63;286;579;679;780;804;952;1017;1058;1077;1100;1106;1158;1186;1188
3241,16,15,1,63;286;579;679;780;804;937;1017;1058;1077;1100;1106;1147;1158;1188
3242,15,15,0,63;579;679;780;804;937;954;1017;1058;1077;1100;1106;1158;1186;1188
3243,19,18,1,63;286;579;679;780;804;937;954;1017;1058;1077;1100;1104;1106;1150;1158;1186;1188
3244,19,18,1,63;286;553;579;679;780;804;937;954;1017;1058;1077;1100;1106;1147;1158;1186;1188
3245,17,15,2,63;579;679;780;804;937;954;1017;1058;1077;1100;1106;1147;1158;1188
3246,17,14,3,63;579;679;780;804;937;954;1058;1077;1100;1106;1147;1158;1188
3247,18,15,3,1;63;579;679;780;804;937;952;1017;1077;1100;1106;1158;1169;1188
3248,19,17,2,1;63;286;579;679;780;804;937;952;1017;1077;1100;1106;1158;1186;1188;1213
3249,20,17,3,1;63;579;679;780;804;937;952;954;1017;1077;1100;1106;1158;1186;1188;1213
3250,19,17,2,1;63;579;679;780;804;937;952;954;1017;1077;1100;1106;1158;1186;1188;1213
3251,19,16,3,1;63;579;679;780;804;937;954;983;1017;1077;1100;1106;1158;1186;1188
3252,21,18,3,1;63;579;679;780;804;937;952;954;983;1017;1077;1100;1106;1158;1169;1186;1188
3253,19,17,2,1;63;579;679;780;804;937;952;954;983;1017;1077;1100;1106;1158;1169;1188
3254,19,17,2,1;63;286;579;679;780;804;937;952;954;1017;1077;1100;1106;1158;1169;1188
3255,18,17,1,1;63;579;679;780;804;937;952;954;983;1017;1077;1100;1106;1158;1169;1188
3256,18,16,2,1;63;579;679;780;804;937;952;954;1017;1077;1100;1106;1150;1158;1169
3257,18,17,1,1;63;579;679;780;804;937;952;954;1017;1077;1100;1106;1150;1158;1169;1227
3258,16,16,0,1;63;579;679;780;804;937;952;954;983;1017;1021;1077;1100;1106;1158
3259,19,18,1,1;63;579;679;780;804;937;952;954;983;1017;1021;1077;1100;1106;1152;1158;1169
3260,18,18,0,1;63;579;679;780;804;952;954;983;1017;1021;1077;1100;1106;1150;1152;1169;1188
3261,20,19,1,1;63;579;679;780;804;952;954;983;1017;1021;1077;1100;1106;1127;1150;1152;1169;1188
3262,18,16,2,1;63;579;679;780;804;952;954;983;1017;1021;1100;1106;1150;1169;1188
3263,20,17,3,1;63;286;579;679;780;804;952;954;983;1017;1021;1100;1106;1150;1169;1188
3264,20,18,2,1;63;286;579;679;780;804;952;954;983;1017;1021;1077;1100;1106;1150;1169;1188
3265,21,18,3,1;63;579;679;780;804;937;952;954;983;1017;1021;1077;1100;1106;1150;1169;1188
3266,18,15,3,1;63;579;679;780;804;937;952;954;1077;1100;1106;1150;1169;1188
3267,19,16,3,1;63;579;679;804;937;952;954;1021;1077;1100;1106;1150;1169;1188;1233
3268,19,18,1,1;63;286;579;679;804;937;952;954;1021;1077;1100;1106;1150;1169;1186;1233;1235
3269,16,15,1,1;63;579;679;804;937;952;954;1021;1077;1100;1106;1150;1169;1235
3270,17,17,0,1;63;579;679;804;813;937;952;954;1021;1077;1100;1106;1169;1188;1235;1236
3271,17,17,0,1;63;579;679;780;804;813;937;952;954;1021;1077;1100;1106;1169;1235;1236
3272,17,17,0,1;63;286;579;679;780;804;813;937;952;1021;1077;1100;1106;1169;1235;1236
3273,20,17,3,1;63;579;679;780;804;813;937;952;954;1021;1077;1100;1106;1169;1235;1236
3274,20,17,3,1;63;579;679;780;804;813;937;952;954;1021;1077;1100;1106;1169;1235;1236
3275,19,17,2,1;63;579;679;780;804;813;937;952;954;1021;1077;1100;1106;1169;1235;1236
3276,18,18,0,1;63;579;679;780;804;813;937;952;954;1021;1077;1100;1106;1169;1188;1235;1239
3277,20,18,2,1;63;579;679;780;804;813;937;952;954;1021;1077;1100;1106;1169;1235;1236;1239
3278,19,17,2,1;63;579;679;780;804;813;937;952;954;1021;1100;1106;1169;1235;1236;1239
3279,19,19,0,1;63;286;579;679;780;804;813;937;952;1021;1077;1100;1106;1169;1186;1235;1236;1239
3280,18,18,0,1;63;286;579;679;780;804;813;937;952;1021;1077;1100;1106;1169;1235;1236;1239
3281,19,19,0,1;63;286;579;679;780;804;813;937;952;954;1021;1077;1100;1106;1169;1235;1236;1239
3282,16,16,0,1;63;286;579;679;780;804;813;937;952;954;1021;1100;1106;1235;1236
3283,16,16,0,1;63;286;579;679;780;804;813;937;952;1021;1100;1106;1152;1235;1236
3284,15,15,0,1;63;286;579;679;804;813;937;952;1021;1100;1106;1235;1236;1239
3285,15,15,0,1;63;286;579;679;804;813;937;952;1021;1100;1106;1235;1236;1239
3286,14,14,0,1;63;579;679;804;813;937;952;954;1021;1100;1106;1235;1236
3287,15,14,1,1;63;579;679;804;813;937;952;954;1021;1100;1106;1235;1236
3288,14,14,0,1;63;286;579;679;804;813;937;952;1021;1100;1106;1235;1236
3289,14,14,0,1;63;286;579;679;804;813;937;952;1021;1100;1235;1236;1239
3290,18,15,3,1;63;286;426;579;679;804;813;937;952;1021;1100;1235;1236;1239
3291,16,16,0,1;63;286;579;679;804;813;937;952;1021;1100;1106;1158;1235;1236;1239
3292,14,14,0,1;63;286;579;679;804;813;937;952;1021;1100;1235;1236;1239
3293,17,16,1,1;63;286;426;579;679;804;813;937;952;1021;1100;1158;1235;1236;1239
3294,17,17,0,1;63;286;579;679;804;813;937;952;954;1021;1100;1106;1158;1235;1236;1239
3295,17,17,0,1;63;286;579;679;804;813;937;952;954;1021;1077;1100;1106;1235;1236;1239
3296,17,17,0,1;63;286;579;679;804;813;937;952;954;1021;1077;1100;1106;1235;1236;1239
3297,17,17,0,1;63;286;579;679;804;813;937;952;954;1021;1100;1106;1158;1235;1236;1239
3298,15,15,0,1;63;286;579;679;804;813;937;952;954;1021;1100;1106;1235;1236
3299,16,16,0,1;63;286;579;679;804;813;937;952;1017;1021;1100;1106;1235;1236;1239
3300,17,16,1,1;63;286;579;679;804;813;952;983;1017;1021;1100;1106;1235;1236;1239
3301,16,16,0,1;63;286;579;679;804;813;952;1017;1021;1077;1100;1106;1235;1236;1239
